"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng"
"x240418549","x1104176024709939200",2019-03-09 00:24:13,"tm_migo","@PrttyBrownEyes_ Lol I had the flu this week and I can next week","Twitter for iPhone",47,"x1104175823781810176","x231145083","PrttyBrownEyes_",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x231145083","PrttyBrownEyes_","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tm_migo/status/1104176024709939200","chill....im not yo nigga","Norfolk, VA","Norfolk gentleman","https://t.co/xixhFUn0ky",FALSE,3166,2390,35,96080,53043,2011-01-19 21:59:43,FALSE,"https://t.co/xixhFUn0ky","http://worldstarcandy.com","en","https://pbs.twimg.com/profile_banners/240418549/1549386608","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1104104217109766144/9ZsYV7jy_normal.jpg",,
"x634034970","x1104175926018035713",2019-03-09 00:23:50,"OffBalanceLibra","So I tested positive for the flu <U+0001F637>","Twitter for Android",34,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/OffBalanceLibra/status/1104175926018035713","<U+0001F451>Diana<U+0001F1E9><U+0001F1EA>","Copperas Cove, TX","Welcome. I dig Horror, Humor, Drama, LGBT rights, & History. #Centrist | <U+270C><U+FE0F><U+2665><U+FE0F><U+263A><U+FE0F>","https://t.co/jwZwt9xgTO",FALSE,2350,2793,19,13813,10511,2012-07-12 18:46:18,FALSE,"https://t.co/jwZwt9xgTO","https://www.facebook.com/AnaKris980","en","https://pbs.twimg.com/profile_banners/634034970/1548299399","http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/1088272436368420864/8rB4E-bu_normal.jpg",,
"x705977328174657537","x1104175887166197760",2019-03-09 00:23:40,"devootweets","I think I had the pv flu","Twitter for iPhone",24,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/devootweets/status/1104175887166197760","Papa Devooo <U+0001F98D>","Houston, TX","19.  #PVAMU",,FALSE,1980,1423,2,4328,2431,2016-03-05 04:44:46,FALSE,,,"en","https://pbs.twimg.com/profile_banners/705977328174657537/1551248823",,"http://pbs.twimg.com/profile_images/1100927576384495617/EFk3_RMW_normal.jpg",,
"x4472715869","x1104175778386857985",2019-03-09 00:23:14,"JoshSnook21","Champions once again-hard fought this year-@b_schooley fought through the flu just like Michael Jordan did back in the day-it was a legendary performance!!! https://t.co/LLsplhdyVE","Twitter for iPhone",156,,,,FALSE,FALSE,4,1,,,,,,"http://pbs.twimg.com/media/D1LSAhGWsAA4EZv.jpg","https://t.co/LLsplhdyVE","https://twitter.com/JoshSnook21/status/1104175778386857985/photo/1","photo","http://pbs.twimg.com/media/D1LSAhGWsAA4EZv.jpg","https://t.co/LLsplhdyVE","https://twitter.com/JoshSnook21/status/1104175778386857985/photo/1",,"x466113450","b_schooley","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JoshSnook21/status/1104175778386857985","Josh Snook","Iowa, USA","I Thessalonians 5:16-18 Faith-Family-Football and Track!",,FALSE,302,625,0,499,2644,2015-12-13 18:07:07,FALSE,,,"en","https://pbs.twimg.com/profile_banners/4472715869/1469710505",,"http://pbs.twimg.com/profile_images/1022298760351834112/h5aZSQPB_normal.jpg",,
"x1042614566","x1104175672807907328",2019-03-09 00:22:49,"georgedailyIII","The flu https://t.co/b1HEHpEo3I","Twitter for iPhone",7,,,,TRUE,FALSE,0,0,,,"twitter.com/goingslighlyma…","https://t.co/b1HEHpEo3I","https://twitter.com/goingslighlymad/status/1102050213148028929",,,,,,,,,,,"en","x1102050213148028929","who he fighting? https://t.co/ja9wki5pYG",2019-03-03 03:37:00,"Twitter Web Client",23659,6212,"x1069036741758148608","goingslighlymad","<U+0001D694><U+0001D68A><U+0001D69D><U+0001D692><U+0001D68E>",2936,2246,5783,"probably in bed","<U+0001D4CE><U+0001D45C><U+0001D4CA>'<U+0001D4CB><U+0001D452> <U+0001D4C8><U+0001D4C9><U+0001D45C><U+0001D4C1><U+0001D452><U+0001D4C3> <U+0001D4C2><U+0001D4CE> <U+0001D4C1><U+0001D45C><U+0001D4CB><U+0001D452>, <U+0001D4CE><U+0001D45C><U+0001D4CA> <U+0001D4C3><U+0001D45C><U+0001D4CC> <U+0001D4B9><U+0001D452><U+0001D4C8><U+0001D452><U+0001D4C7><U+0001D4C9> <U+0001D4C2><U+0001D452>? - @lucysmoonlight

back up - @yeetedmaracas",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/georgedailyIII/status/1104175672807907328","Jorge","Red Bank, NJ","Stockton ‘21","https://t.co/ryARCwKuiI",FALSE,678,413,0,1722,4684,2012-12-28 16:40:06,FALSE,"https://t.co/ryARCwKuiI","https://itunes.apple.com/us/playlist/diamonds-they-shootin-like-dracooos/pl.u-r2yBBYYCP6dkW7Z","en","https://pbs.twimg.com/profile_banners/1042614566/1549041015","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1086664085708701696/hPoiFs3O_normal.jpg",,
"x29534895","x1104175671771885570",2019-03-09 00:22:49,"CRMediaGroup","There’s a lot to report in the coming months.  The new studio is already booking up and we’ve got some exciting projects to talk about in the Spring.  Stay tuned! (As we survive flu and cold season)","Facebook",198,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CRMediaGroup/status/1104175671771885570","Charles River Media","Boston, MA","Full Service Production and Post-Production. Studio & Red EPIC 5K Production. https://t.co/fhBAk9F4vr","http://t.co/hbWt2twhvm",FALSE,359,223,13,1178,47,2009-04-07 20:22:47,FALSE,"http://t.co/hbWt2twhvm","http://www.charlesrivermedia.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/690639839780278272/DzSCatYJ_normal.png",,
"x12699932","x1104175547905728512",2019-03-09 00:22:19,"SunSentinel","Flu may have peaked, but experts eye jump in nastier strain https://t.co/SgZpp3X9Ip https://t.co/pIre1IV5ip","SocialFlow",83,,,,FALSE,FALSE,0,1,,,"trib.al/94qZ0kC","https://t.co/SgZpp3X9Ip","https://trib.al/94qZ0kC","http://pbs.twimg.com/media/D1LRzxUX4AEkvIN.jpg","https://t.co/pIre1IV5ip","https://twitter.com/SunSentinel/status/1104175547905728512/photo/1","photo","http://pbs.twimg.com/media/D1LRzxUX4AEkvIN.jpg","https://t.co/pIre1IV5ip","https://twitter.com/SunSentinel/status/1104175547905728512/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SunSentinel/status/1104175547905728512","South Florida Sun Sentinel","South Florida","The official South Florida Sun Sentinel newspaper account covering Fort Lauderdale, Miami, Palm Beach, Broward, and Dade counties.","https://t.co/clDyBijEci",FALSE,260510,12175,2750,137905,1165,2008-01-25 22:16:56,TRUE,"https://t.co/clDyBijEci","http://www.sun-sentinel.com/","en","https://pbs.twimg.com/profile_banners/12699932/1550758198","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1073311891303354368/zaX_Xf1G_normal.jpg",,
"x2322673860","x1104175281072271360",2019-03-09 00:21:16,"supernoahhh","Scuff marks on my shoes I’m flu flamming in these Masons","Twitter for iPhone",56,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json","Los Angeles","Los Angeles, CA","city","United States","US","NA NA","NA NA","-118.668404 -118.155409 -118.155409 -118.668404 33.704538 33.704538 34.337041 34.337041","https://twitter.com/supernoahhh/status/1104175281072271360","Wiley","Los Angeles, CA","Kiki <U+0001F499>Ÿöüñg Thüg fan account.","https://t.co/de9t7lzA3L",FALSE,278,374,1,16115,17489,2014-02-01 17:55:07,FALSE,"https://t.co/de9t7lzA3L","https://www.soundcloud.com/noah-wiley-1","en","https://pbs.twimg.com/profile_banners/2322673860/1549585888","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1072661767464108034/VB3x3Ll6_normal.jpg",34.0207895,-118.4119065
"x44426926","x1104174980173049860",2019-03-09 00:20:04,"FOX8NOLA","As severe flu strain becomes predominant, doctors keep eye out for possible second wave https://t.co/hHftyfXqHf","SocialNewsDesk",111,,,,FALSE,FALSE,2,3,,,"fox8live.com/2019/03/08/sev…","https://t.co/hHftyfXqHf","http://www.fox8live.com/2019/03/08/severe-flu-strain-becomes-predominant-doctors-keep-eye-out-possible-second-wave/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FOX8NOLA/status/1104174980173049860","FOX 8 New Orleans","New Orleans","WVUE - FOX 8 is your choice for news, entertainment and social fun. We hope you love variety. We have it here.","https://t.co/YR80PFBPY6",FALSE,189391,2769,1036,150127,382,2009-06-03 18:57:10,TRUE,"https://t.co/YR80PFBPY6","http://www.fox8live.com","en","https://pbs.twimg.com/profile_banners/44426926/1546466335","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/984112204051042304/I_dkfdCP_normal.jpg",,
"x958776765484339200","x1104174937324077056",2019-03-09 00:19:54,"Yahenni24","@endofanerajc Could be worse, you could have the flu","Twitter for iPhone",38,"x1104152343665364992","x23658853","endofanerajc",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x23658853","endofanerajc","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Yahenni24/status/1104174937324077056","Paden Pilgrim","Brookhaven, MS","Just your friendly neighborhood democratic socialist trying to change the world, one adorable puppy at a time.  He/him",,FALSE,8,24,0,455,381,2018-01-31 18:59:28,FALSE,,,"en","https://pbs.twimg.com/profile_banners/958776765484339200/1545606046",,"http://pbs.twimg.com/profile_images/1104108802226507777/q5syd5dW_normal.jpg",,
"x1477921363","x1104174898480640000",2019-03-09 00:19:45,"SciencePharmer","@mathbernier Fun fact: I'm a military pharmacist and we have completely removed all cold and flu preparations from our formulary (except obviously single ingredient decongestants and antihistamines).","Twitter for Android",186,"x1104173923665620992","x404420132","mathbernier",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x404420132","mathbernier","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SciencePharmer/status/1104174898480640000","Artyom Korenevsky, PharmD","Petawawa, Ontario","Pharmacist & medical supply manager, scientist at heart, used to be into fitness, now parenting 2 under 3 #science #VaccinesWork (personal opinions only)","https://t.co/MexALxAjma",FALSE,832,2342,32,3995,5986,2013-06-02 18:23:27,FALSE,"https://t.co/MexALxAjma","http://sciencepharmer.wordpress.com","en","https://pbs.twimg.com/profile_banners/1477921363/1438911554","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000051924434/fb943c61068474fe6d739296f5393eca_normal.png",,
"x1477921363","x1104168861237235712",2019-03-08 23:55:45,"SciencePharmer","@mathbernier And a public health award for removing pseudoscience and ineffective cold and flu products out of pharmacies.","Twitter for Android",109,"x1104168013367005184","x404420132","mathbernier",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x404420132","mathbernier","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SciencePharmer/status/1104168861237235712","Artyom Korenevsky, PharmD","Petawawa, Ontario","Pharmacist & medical supply manager, scientist at heart, used to be into fitness, now parenting 2 under 3 #science #VaccinesWork (personal opinions only)","https://t.co/MexALxAjma",FALSE,832,2342,32,3995,5986,2013-06-02 18:23:27,FALSE,"https://t.co/MexALxAjma","http://sciencepharmer.wordpress.com","en","https://pbs.twimg.com/profile_banners/1477921363/1438911554","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000051924434/fb943c61068474fe6d739296f5393eca_normal.png",,
"x857080349880328192","x1104173177117106176",2019-03-09 00:12:54,"NintendOtaku","Day 5 of paleo-keto and I think I have the keto flu. Going to get some pho and eat a bit of the noodles. Anyone else done keto and have any tips?","Twitter Web App",145,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NintendOtaku/status/1104173177117106176","Seattleite","Seattle, WA","gaming/tech/digital coins/<U+0001F3B5><U+0001F3A5>  µ","https://t.co/JBxOT4Ahgs",FALSE,3047,320,25,3690,18894,2017-04-26 03:54:14,FALSE,"https://t.co/JBxOT4Ahgs","https://www.twitch.tv/seattleite__","en","https://pbs.twimg.com/profile_banners/857080349880328192/1548131569","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1100157764343484416/82zTjYBg_normal.png",,
"x857080349880328192","x1104174773049782272",2019-03-09 00:19:15,"NintendOtaku","@Seahawk_Titan Ah ok. Somewhere I read online you get keto flu if you ditch the carbs too fast so I thought maybe I should keep eating a little bit of carbs to adjust the transition. Thank you!","Twitter Web App",178,"x1104173611831578629","x838806913353539584","Seahawk_Titan",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x838806913353539584","Seahawk_Titan","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NintendOtaku/status/1104174773049782272","Seattleite","Seattle, WA","gaming/tech/digital coins/<U+0001F3B5><U+0001F3A5>  µ","https://t.co/JBxOT4Ahgs",FALSE,3047,320,25,3690,18894,2017-04-26 03:54:14,FALSE,"https://t.co/JBxOT4Ahgs","https://www.twitch.tv/seattleite__","en","https://pbs.twimg.com/profile_banners/857080349880328192/1548131569","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1100157764343484416/82zTjYBg_normal.png",,
"x1354933640","x1104174714287767552",2019-03-09 00:19:01,"BBaileyWKYT","Kentucky enters 10th straight week of widespread flu activity https://t.co/okk5lycjiZ","SocialNewsDesk",85,,,,FALSE,FALSE,0,0,,,"wkyt.com/content/news/K…","https://t.co/okk5lycjiZ","https://www.wkyt.com/content/news/Kentucky-enters-10th-straight-week-of-widespread-flu-activity-506901121.html",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BBaileyWKYT/status/1104174714287767552","Barbara Bailey","Lexington, KY","@WKYT anchor. @universityofky grad.","https://t.co/QwkIa4uswg",FALSE,1671,731,27,9059,863,2013-04-15 17:50:42,TRUE,"https://t.co/QwkIa4uswg","http://www.wkyt.com","en","https://pbs.twimg.com/profile_banners/1354933640/1457025652","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/705442762376740864/m--XnTtu_normal.jpg",,
"x232437785","x1104174690900164613",2019-03-09 00:18:55,"_Burnafterollin","Walking out of work like Jordan after his flu game","Twitter for iPhone",50,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_Burnafterollin/status/1104174690900164613","Iceberg Slim <U+2744><U+FE0F>","Houston, TX","Surfin’ on my own wave <U+0001F3C4><U+0001F3FE><U+200D><U+2642><U+FE0F> Rockets <U+0001F680> | Texans",,FALSE,977,412,5,87868,1942,2010-12-31 04:16:49,FALSE,,,"en","https://pbs.twimg.com/profile_banners/232437785/1546583903","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1081664802278264832/UsYpTpqW_normal.jpg",,
"x16454168","x1104174626706472965",2019-03-09 00:18:40,"aaronhuff","@UKSportsAllDay Ugh. The flu ran through here a couple weeks ago. It was no fun at all. Sorry to hear that you got the added whammy of the other stuff on top of that. <U+0001F62C>","Twitter for iPhone",152,"x1104102403757015040","x278096318","UKSportsAllDay",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x278096318","UKSportsAllDay","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/0100739d3677d378.json","Union","Union, KY","city","United States","US","NA NA","NA NA","-84.6967117 -84.62617 -84.62617 -84.6967117 38.887476 38.887476 38.972551 38.972551","https://twitter.com/aaronhuff/status/1104174626706472965","Aaron Huff","Union, KY","Dad, Bankruptcy Attorney, DMB fan, UK, Cubs, Niners, and Bengals fan. #BBN #GoCubsGo #49ers #WhoDey","https://t.co/386J8Z8rGi",FALSE,670,913,28,42911,62553,2008-09-25 17:35:21,FALSE,"https://t.co/386J8Z8rGi","http://www.hufflawoffice.org","en","https://pbs.twimg.com/profile_banners/16454168/1403971848","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/494276991856947200/1ii6mzDP_normal.jpeg",38.9300135,-84.66144085
"x406588523","x1104174565457043456",2019-03-09 00:18:25,"shotneill","Happy International Women’s day to my mom who told me I’m not allowed  to Captain Marvel tonight cause I have the flu","Twitter for iPhone",117,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/shotneill/status/1104174565457043456","Neill is <U+0001F32E><U+0001F514>","Queens, NY","I am a person.","https://t.co/lykx37HogF",FALSE,90,91,1,920,1150,2011-11-06 22:29:13,FALSE,"https://t.co/lykx37HogF","http://aol.com/","en","https://pbs.twimg.com/profile_banners/406588523/1522177489","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/985985420474441728/D_Q41SGC_normal.jpg",,
"x30126386","x1104174549850038277",2019-03-09 00:18:21,"EricaGoss","@Tonithecat32 @buddy_gizmo @1gingerbeauty @deborah26449389 @AngusMcPussPuss @MoetBlindCat @BlindPebbles @Kathlee54272830 @WinnieWoo17 @Sherlockdacat @Marielincoln10 @kimmies_kitties @SoxandD @ToughGuyMankas @2018PrinceHarry @patmirabelli @vroberts9 @MarsRoverCat @oreokittykat @hayleyw62552292 @DaisyCatNine @ManfredCat @MrPatchy001 @Sams4Cats @cat_samson @LittleMaineCoon We hope mommy Kara gets well soon. Colds are the worst...mom hates them, would rather have the flu she says <U+0001F640> She's crazy, I think <U+0001F638> MOL I wish you weren't still sad, Toni. You have lots of friends who love you HUGS <U+2764> Enjoy your movie. Mom &amp; I are going to watch some tv. <U+0001F43E>","Twitter for Android",277,"x1104173563412705287","x3172034438","Tonithecat32",FALSE,FALSE,2,0,,,,,,,,,,,,,,"x3172034438 x4915733086 x843442326718627840 x855451502764212224 x828954598111080449 x3222072558 x950437303838797824 x2396391386 x1094379053568671747 x988935922598150144 x966134611637096448 x996482884897837056 x1055518195942088704 x1039886009264234501 x1030845948128387073 x308131686 x345914996 x1076186628580954112 x2908626560 x900392510 x2802269902 x2879851936 x797542572268916736 x999802667701485570 x893549500027084800 x750071842690494464","Tonithecat32 buddy_gizmo 1gingerbeauty deborah26449389 AngusMcPussPuss MoetBlindCat BlindPebbles Kathlee54272830 WinnieWoo17 Sherlockdacat Marielincoln10 kimmies_kitties SoxandD ToughGuyMankas 2018PrinceHarry patmirabelli vroberts9 MarsRoverCat oreokittykat hayleyw62552292 DaisyCatNine ManfredCat MrPatchy001 Sams4Cats cat_samson LittleMaineCoon","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/EricaGoss/status/1104174549850038277","Erica & the Rascal","Virginia, USA","Rascal: 15 y.o. born 12/25. Therapy & emotional support companion. (Light of my life!) 
Me: grad student pursuing license as clinical social worker.",,FALSE,753,557,4,3005,27743,2009-04-10 01:46:47,FALSE,,,"en","https://pbs.twimg.com/profile_banners/30126386/1517765906","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1018892180159631361/8rLIqqfl_normal.jpg",,
"x359083712","x1104174541985718279",2019-03-09 00:18:20,"samjofedorchik","I have the fucking flu AND pneumonia. What the actual fuck is wrong with me?","Twitter for iPhone",76,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/samjofedorchik/status/1104174541985718279","Sammy Jo.<U+0001F982><U+0001F30A><U+0001F338>","Celoron, NY","My cats are my world. Wanderlust is my heart and dark humor is my soul. <U+2764>8.12.18<U+2764>",,FALSE,89,93,0,2399,566,2011-08-21 00:35:16,FALSE,,,"en","https://pbs.twimg.com/profile_banners/359083712/1550414950","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1103814230451675136/twW1wEz-_normal.jpg",,
"x77927978","x1104174539523670016",2019-03-09 00:18:19,"CelineeDesiree","Flashback to brighter days when I felt alive.  
Now I'm just trying to not have the flu anymore.  <U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F> https://t.co/hC2mkImWj0","Twitter for Android",103,,,,FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/D1LQ4y6XcAEvUQt.jpg","https://t.co/hC2mkImWj0","https://twitter.com/CelineeDesiree/status/1104174539523670016/photo/1","photo","http://pbs.twimg.com/media/D1LQ4y6XcAEvUQt.jpg","https://t.co/hC2mkImWj0","https://twitter.com/CelineeDesiree/status/1104174539523670016/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CelineeDesiree/status/1104174539523670016","Celine <U+0001F1F5><U+0001F1F7>","Dallas, TX","life is the bubbles <U+0001F919>",,FALSE,780,721,39,55760,57969,2009-09-28 04:48:27,FALSE,,,"en","https://pbs.twimg.com/profile_banners/77927978/1545365433","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1099999709354172418/WFY_sZ89_normal.jpg",,
"x996211695231160322","x1104174009187553281",2019-03-09 00:16:13,"JenniLynnHamill","Been falling asleep because being sick with a uti and flu like symptoms aren't fun. I'm trying to rest and be positive about getting better. And so this is where I'm at gotta try to eat but who knows right now.","Twitter for Android",210,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JenniLynnHamill/status/1104174009187553281","JenniLynn Hamill <U+0001F496>","East Islip, NY","May the Force be with you always, Always here to provide Positivity and LOVE.I Love @Hamillhimself With all My Heart and May God Bless me.",,FALSE,70,171,1,2694,4365,2018-05-15 02:12:31,FALSE,,,"en","https://pbs.twimg.com/profile_banners/996211695231160322/1551766466",,"http://pbs.twimg.com/profile_images/1103195561199652865/P0TNm5GP_normal.jpg",,
"x1456052714","x1104173795131183111",2019-03-09 00:15:21,"juliognzalz","Life advice: never run sprints in a treadmill at 18kph while having the flu. Breathing would be as harsh as breathing in a place with a 2.2km altitude and under an very poluted atmosphere. Ok..wait...","Twitter for Android",200,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/juliognzalz/status/1104173795131183111","Julio César González","Mexico City","",,FALSE,173,421,4,134,130,2013-05-25 05:12:12,FALSE,,,"es","https://pbs.twimg.com/profile_banners/1456052714/1475189241","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/781615371258175488/I0yZ_KPa_normal.jpg",,
"x30012029","x1104173712612491264",2019-03-09 00:15:02,"nwademgaz","There's a strong chance this flu season has peaked, but health officials are watching a recent wave of illnesses from a nastier flu strain.
https://t.co/GtAmz4CxEs https://t.co/UwgbLErOLB","SocialNewsDesk",163,,,,FALSE,FALSE,0,0,,,"nwaonline.com/news/2019/mar/…","https://t.co/GtAmz4CxEs","https://www.nwaonline.com/news/2019/mar/08/flu-may-have-peaked-but-experts-eye-jum/?utm_medium=social&utm_source=twitter_nwademgaz","http://pbs.twimg.com/media/D1LQIquW0AAbYXs.jpg","https://t.co/UwgbLErOLB","https://twitter.com/nwademgaz/status/1104173712612491264/photo/1","photo","http://pbs.twimg.com/media/D1LQIquW0AAbYXs.jpg","https://t.co/UwgbLErOLB","https://twitter.com/nwademgaz/status/1104173712612491264/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nwademgaz/status/1104173712612491264","NWA Democrat-Gazette","Northwest Arkansas","The Northwest Arkansas Democrat-Gazette features a comprehensive collection of news stories, including breaking and developing at http://t.co/HiHdfAwlk9.","http://t.co/Qeu0tKedY5",FALSE,17928,870,344,28350,353,2009-04-09 16:11:21,FALSE,"http://t.co/Qeu0tKedY5","http://www.nwadg.com","en","https://pbs.twimg.com/profile_banners/30012029/1547829872","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/554466657389649920/j6oeZKKI_normal.png",,
